# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = BIOCARTA_PLATELETAPP_PATHWAY (set)
# _SET1_  NGENES = 11
# _SET1_  P-VALUE = 6.49695e-08
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   ENSG00000135679    12   69201956   69239214     79      17  276940     -0.75396       0.6432   -1.9984e-15     -0.75396
_SET3_   ENSG00000135643    12   70760056   70828072    204      29  282816       1.1743      0.05286   -1.9984e-15       1.1743
_SET3_   ENSG00000133636    12   86268073   86276770     32       6  277993       1.3982     0.042659   -1.9984e-15       1.3982
_SET3_   ENSG00000070961    12   89981828   90103077    203      22  278664       2.8863   0.00049873   -1.7764e-15       2.8863
_SET3_   ENSG00000139445    12  109715784  109747025     68      11  281950      0.87914     0.097983   -1.9984e-15      0.87914
_SET3_   ENSG00000111199    12  110220890  110271212    144      22  278511      -1.5308       0.8705   -1.9984e-15      -1.5308
_SET3_   ENSG00000174437    12  110718561  110788898     93      22  274999      0.91116       0.1002   -1.9984e-15      0.91116
_SET3_   ENSG00000111245    12  111348623  111358526     41       5  277577      0.94677      0.10665   -1.9984e-15      0.94677
_SET3_   ENSG00000089225    12  114791736  114846247    159      26  280242       1.4133     0.032381   -1.9984e-15       1.4133
_SET3_   ENSG00000089250    12  117645947  117889975    643      55  280125       0.3937      0.20038   -1.9429e-15       0.3937
_SET3_   ENSG00000135124    12  121647660  121671909    108      12  279741     -0.61146      0.58673   -1.9984e-15     -0.61146
_SET3_   ENSG00000187848    12  133195366  133198972     13       4  278586      -1.3549      0.84935   -1.9984e-15      -1.3549
_SET3_   ENSG00000102683    13   23755091   23899304   1007      58  281556     -0.82205      0.63408   -1.9984e-15     -0.82205
_SET3_   ENSG00000139514    13   30083547   30169825    168      21  278930     -0.85552      0.68046   -1.9984e-15     -0.85552
_SET3_   ENSG00000133116    13   33590207   33640282    183      14  283908      0.96829     0.079218   -1.9984e-15      0.96829
_SET3_   ENSG00000102468    13   47405685   47471169    238      38  282637     -0.89541      0.67428   -1.9984e-15     -0.89541
_SET3_   ENSG00000136160    13   78469616   78493903     44      10  283591     -0.52114      0.55751   -1.9984e-15     -0.52114
_SET3_   ENSG00000125257    13   95672083   95953687    971      89  278425      0.33099       0.2336   -1.9429e-15      0.33099
_SET3_   ENSG00000183087    13  114523522  114567046    130      15  272077        1.609      0.02491   -1.9984e-15        1.609
_SET3_   ENSG00000092068    14   23594504   23652883    121      33  274169      0.23265      0.26632   -1.9706e-15      0.23265
_SET3_   ENSG00000197616    14   23851199   23877486     62      16  280960       1.1979     0.054808   -1.9984e-15       1.1979
_SET3_   ENSG00000092054    14   23881947   23904927     36      10  281414      0.73012      0.13836   -1.9984e-15      0.73012
_SET3_   ENSG00000092009    14   24974559   24977471      7       3  283342     0.059764      0.37642   -1.9568e-15     0.059764
_SET3_   ENSG00000100448    14   25042728   25045466      7       3  291847     -0.19635      0.43317   -1.9706e-15     -0.19635
_SET3_   ENSG00000073712    14   53323986   53419153    190      23  278226      -1.7235       0.9043   -1.9984e-15      -1.7235
_SET3_   ENSG00000131979    14   55308726   55369570    175      17  275041     -0.35141       0.4849   -1.9429e-15     -0.35141
_SET3_   ENSG00000100678    14   70510934   70655787    577      34  283071      0.25677      0.23484   -1.9429e-15      0.25677
_SET3_   ENSG00000198668    14   90862846   90874605     17       5  281527     -0.72407       0.6595   -1.9984e-15     -0.72407
_SET3_   ENSG00000100604    14   93389425   93401638     48      10  282383       1.5896     0.023893   -1.9984e-15       1.5896
_SET3_   ENSG00000168398    14   96671016   96710666    180      33  279460      0.72767      0.12594   -1.9984e-15      0.72767
_SET3_   ENSG00000100739    14   96722161   96735304     65      13  274420       1.3092     0.047325   -1.9984e-15       1.3092
_SET3_   ENSG00000080824    14  102547075  102606036    102      16  274580      -1.0357      0.75551   -1.9984e-15      -1.0357
_SET3_   ENSG00000104067    15   29991571   30261068    671      54  278271     -0.45034      0.51074   -1.9429e-15     -0.45034
_SET3_   ENSG00000159251    15   35080297   35088340     27      13  267400      -1.7741      0.92443   -1.9984e-15      -1.7741
_SET3_   ENSG00000128917    15   41221538   41231237      7       4  282018      -0.9271      0.74029   -1.9984e-15      -0.9271
_SET3_   ENSG00000137860    15   45544428   45568149     19       4  275764      -1.1198      0.79248   -1.9984e-15      -1.1198
_SET3_   ENSG00000198535    15   62359176   62363116      6       2  281315       1.3297       0.0527   -1.9984e-15       1.3297
_SET3_   ENSG00000205502    15   62455734   62457482      6       3  288990       0.2057      0.30181   -1.9706e-15       0.2057
_SET3_   ENSG00000140416    15   63334831   63364114     95      13  281409      0.21215      0.26833   -1.9706e-15      0.21215
_SET3_   ENSG00000166949    15   67356101   67487533    368      54  282879       5.3898   2.6107e-09   -1.7764e-15       5.3898
_SET3_   ENSG00000103647    15   68871308   69020145    372      54  277936     -0.54539      0.55242   -1.9984e-15     -0.54539
_SET3_   ENSG00000140463    15   72978527   73030817    117      19  273694      0.68164      0.14635   -1.9984e-15      0.68164
_SET3_   ENSG00000138622    15   73612200   73661605    118      21  282869       1.2097     0.051081   -1.9984e-15       1.2097
_SET3_   ENSG00000170776    15   85923802   86292586   1132      35  282308        1.903    0.0079266   -1.9984e-15        1.903
_SET3_   ENSG00000176463    15   92396925   92715665   1067      79  281754      0.23542      0.25025   -1.9706e-15      0.23542
_SET3_   ENSG00000185551    15   96869167   96883492      9       3  279829       1.8044     0.019121   -1.9984e-15       1.8044
_SET3_   ENSG00000068305    15  100017370  100256671    458      49  280181       1.0546     0.066793   -1.9984e-15       1.0546
_SET3_   ENSG00000196557    16    1203241    1271771    259      43  274041       2.0077    0.0082316   -1.7764e-15       2.0077
_SET3_   ENSG00000183044    16    8768422    8878432    579      71  277391     -0.60063      0.57861   -1.9984e-15     -0.60063
_SET3_   ENSG00000213853    16   10622279   10674555    220      48  279890     -0.37792      0.48006   -1.9429e-15     -0.37792
_SET3_   ENSG00000103222    16   16043434   16236931    666      60  278739      -0.7328       0.6209   -1.9984e-15      -0.7328
_SET3_   ENSG00000169344    16   20344374   20367623     61       8  273737      0.77302      0.13541   -1.9984e-15      0.77302
_SET3_   ENSG00000005187    16   20621565   20808903    318      20  279048       1.4298      0.03289   -1.9984e-15       1.4298
_SET3_   ENSG00000166828    16   23194036   23228204    136      14  282954     -0.97171      0.70645   -1.9984e-15     -0.97171
_SET3_   ENSG00000168447    16   23289552   23392620    235      40  273506     -0.92625      0.70458   -1.9984e-15     -0.92625
_SET3_   ENSG00000196296    16   28889726   28915830     30       6  271235     -0.26314      0.47544   -1.9429e-15     -0.26314
_SET3_   ENSG00000140795    16   46740891   46824319     63       9  269150     -0.64065      0.62909   -1.9984e-15     -0.64065
_SET3_   ENSG00000177508    16   54317216   54320675      4       2  268789      0.60941      0.20314   -1.9984e-15      0.60941
_SET3_   ENSG00000087245    16   55423612   55540603    539      38  283032      0.47847      0.17065   -1.9429e-15      0.47847
_SET3_   ENSG00000125124    16   56500748   56554195    100      17  277117      0.53638      0.18286   -1.9984e-15      0.53638
_SET3_   ENSG00000179776    16   66400533   66438686    114      18  281509      0.68045       0.1332   -1.9984e-15      0.68045
_SET3_   ENSG00000205250    16   67226072   67232821      6       3  277278      0.91962      0.12717   -1.9984e-15      0.91962
_SET3_   ENSG00000176387    16   67464555   67471456      6       3  269589      0.83891      0.14986   -1.9984e-15      0.83891
_SET3_   ENSG00000103257    16   87863629   87903094    135      28  279720     -0.72891       0.6227   -1.9984e-15     -0.72891
_SET3_   ENSG00000051523    16   88709691   88717560     34      10  275854      0.23115      0.27359   -1.9706e-15      0.23115
_SET3_   ENSG00000108953    17    1247566    1303672    230      27  274127       1.1574     0.058749   -1.9984e-15       1.1574
_SET3_   ENSG00000167711    17    1646130    1658562     54       9  281555      -0.5046      0.54686   -1.9984e-15      -0.5046
_SET3_   ENSG00000196689    17    3468738    3500392    114      23  273572     -0.25291       0.4416   -1.9429e-15     -0.25291
_SET3_   ENSG00000108405    17    3799886    3819794     52      10  278263       1.2387     0.052202   -1.9984e-15       1.2387
_SET3_   ENSG00000074370    17    3827169    3867736    152      18  276639       -1.184      0.78133   -1.9984e-15       -1.184
_SET3_   ENSG00000181856    17    7184986    7191576     10       4  275826     -0.92349       0.7319   -1.9984e-15     -0.92349
_SET3_   ENSG00000129244    17    7549945    7561086     22       8  284203     -0.34308      0.48467   -1.9429e-15     -0.34308
_SET3_   ENSG00000108961    17    8191815    8193410      3       1  285049     -0.91391      0.76709   -1.9984e-15     -0.91391
_SET3_   ENSG00000170425    17   15848231   15879060     42      13  276105     -0.04806      0.37745   -1.9568e-15     -0.04806
_SET3_   ENSG00000072310    17   17713713   17740325     18      10  269262       1.3049     0.054175   -1.9984e-15       1.3049
_SET3_   ENSG00000034152    17   21187984   21218552     71      12  257883     0.043072      0.34768   -1.9568e-15     0.043072
_SET3_   ENSG00000184185    17   21279509   21323179     55      19  269108       1.2294     0.054238   -1.9984e-15       1.2294
_SET3_   ENSG00000007171    17   26083792   26127525    102      16  282788      -1.0081      0.71621   -1.9984e-15      -1.0081
_SET3_   ENSG00000108576    17   28521337   28563020     58      15  278399       2.3045    0.0034948   -1.7764e-15       2.3045
_SET3_   ENSG00000108684    17   31340105   32501983   3591     264  281842      -1.6267      0.88123   -1.9984e-15      -1.6267
_SET3_   ENSG00000173991    17   37820440   37822808      3       1  277903      0.72103      0.19736   -1.9984e-15      0.72103
_SET3_   ENSG00000126351    17   38214543   38250120     62      13  275414      0.26298      0.25983   -1.9429e-15      0.26298
_SET3_   ENSG00000183153    17   38517235   38520067      5       1  276161    -0.034795      0.46233   -1.9568e-15    -0.034795
_SET3_   ENSG00000173801    17   39775692   39943183    446      42  275745     -0.99458      0.71852   -1.9984e-15     -0.99458
_SET3_   ENSG00000131477    17   40910465   40915059      6       1  274360     -0.84273      0.73348   -1.9984e-15     -0.84273
_SET3_   ENSG00000182963    17   42875816   42908184     59      12  282280     -0.39786      0.49926   -1.9429e-15     -0.39786
_SET3_   ENSG00000198336    17   45277812   45301045     46      11  285184       1.2963     0.044751   -1.9984e-15       1.2963
_SET3_   ENSG00000176358    17   47915671   47925379      9       5  279618      -2.2071      0.97295   -1.7764e-15      -2.2071
_SET3_   ENSG00000006283    17   48638429   48704835    107      29  278366       1.3657     0.037582   -1.9984e-15       1.3657
_SET3_   ENSG00000108846    17   48712138   48769613    149      33  275203       1.2046      0.05276   -1.9984e-15       1.2046
_SET3_   ENSG00000121064    17   55055466   55084129     61      10  282412      0.10642      0.30845   -1.9568e-15      0.10642
_SET3_   ENSG00000121068    17   59477257   59486827     19       6  267012     -0.23115      0.48249   -1.9706e-15     -0.23115
_SET3_   ENSG00000159640    17   61554422   61599205    117      11  278292     0.026414      0.32723   -1.9602e-15     0.026414
_SET3_   ENSG00000173826    17   61600695   61626338     56      12  280961      0.75502      0.12384   -1.9984e-15      0.75502
_SET3_   ENSG00000120063    17   63006833   63052957     28      15  267060     -0.49849      0.57742   -1.9429e-15     -0.49849
_SET3_   ENSG00000108984    17   67410839   67539472    311      39  279868        1.786     0.012316   -1.9984e-15        1.786
_SET3_   ENSG00000123700    17   68164814   68176189     11       4  274999       1.3591     0.052228   -1.9984e-15       1.3591
_SET3_   ENSG00000109062    17   72744791   72765492     30       9  268111      0.76118      0.14247   -1.9984e-15      0.76118
_SET3_   ENSG00000171298    17   78075355   78093678    102       9  285978       2.1982    0.0045208   -1.7764e-15       2.1982
_SET3_   ENSG00000215644    17   79762008   79771889     21       4  268344      0.89068      0.12637   -1.9984e-15      0.89068
_SET3_   ENSG00000181408    17   80332153   80333462      2       1  276505     -0.25372      0.53677   -1.9429e-15     -0.25372
_SET3_   ENSG00000176105    18     721588     812547    290      19  275566      0.21722      0.26162   -1.9706e-15      0.21722
_SET3_   ENSG00000132205    18    2847028    2915991    222      49  270594      -1.0984      0.75642   -1.9984e-15      -1.0984
_SET3_   ENSG00000067900    18   18526867   18691812     79      30  247474      0.17005      0.31352   -1.9706e-15      0.17005
_SET3_   ENSG00000141448    18   19749404   19782491     31      14  275260       3.4243   7.6153e-05   -1.7764e-15       3.4243
_SET3_   ENSG00000134755    18   28645940   28682378     57      13  277472      0.94565     0.092761   -1.9984e-15      0.94565
_SET3_   ENSG00000046604    18   29078006   29128971    116      13  280181     -0.23625      0.42852   -1.9706e-15     -0.23625
_SET3_   ENSG00000101665    18   46446223   46477081     90      20  275666      0.47515      0.18948   -1.9429e-15      0.47515
_SET3_   ENSG00000049759    18   55711599   56068772   1097      91  280547       1.1309     0.061226   -1.9984e-15       1.1309
_SET3_   ENSG00000178342    18   77623668   77660184    111      15  275184       1.0183     0.079282   -1.9984e-15       1.0183
_SET3_   ENSG00000099822    19     589893     617159    131      35  258406      0.46588      0.20306   -1.9429e-15      0.46588
_SET3_   ENSG00000172232    19     825097     832017     27       6  277068     -0.94678      0.72619   -1.9984e-15     -0.94678
_SET3_   ENSG00000088256    19    3094408    3124002    129      17  278826       1.0269     0.073619   -1.9984e-15       1.0269
_SET3_   ENSG00000006638    19    3594504    3606838     65      10  272448    -0.068268      0.38249   -1.9568e-15    -0.068268
_SET3_   ENSG00000105289    19    3708107    3750811    183      32  274943      -1.2947      0.80868   -1.9984e-15      -1.2947
_SET3_   ENSG00000171105    19    7112266    7294045    774      76  276359      0.84224      0.10505   -1.9984e-15      0.84224
_SET3_   ENSG00000072062    19   14202500   14228896     35       9  270901      -1.1621      0.80431   -1.9984e-15      -1.1621
_SET3_   ENSG00000186204    19   15783567   15807984    200      10  271311      -1.6023      0.88881   -1.9984e-15      -1.6023
_SET3_   ENSG00000186115    19   15988833   16008930     93      10  282432      0.99119     0.081452   -1.9984e-15      0.99119
_SET3_   ENSG00000127528    19   16435628   16438685     12       5  270771       1.8548     0.015936   -1.9984e-15       1.8548
_SET3_   ENSG00000072954    19   16771938   16800840     45      12  274550     0.090086      0.34052   -1.9568e-15     0.090086
_SET3_   ENSG00000130300    19   17462257   17488159     99      21  274284     -0.53909      0.55545   -1.9984e-15     -0.53909
_SET3_   ENSG00000130304    19   17579578   17616977     79      12  277420     0.058989      0.32215   -1.9568e-15     0.058989
_SET3_   ENSG00000105641    19   17982782   18005983     67       7  269229     -0.66752      0.63512   -1.9984e-15     -0.66752
_SET3_   ENSG00000105664    19   18893583   18902123     14       5  284406      0.48433      0.21045   -1.9429e-15      0.48433
_SET3_   ENSG00000130881    19   33668509   33698694     58      14  277346     -0.13892      0.41167   -1.9706e-15     -0.13892
_SET3_   ENSG00000105711    19   35521588   35531352     24       6  282107      -0.6047       0.6033   -1.9984e-15      -0.6047
_SET3_   ENSG00000266964    19   35629712   35634013     10       2  261741      0.81416       0.1501   -1.9984e-15      0.81416
_SET3_   ENSG00000185897    19   35849362   35851387      5       2  244313     -0.57653       0.6486   -1.9984e-15     -0.57653
_SET3_   ENSG00000099337    19   38810484   38819660     30       6  283319      0.26409      0.27306   -1.9429e-15      0.26409
_SET3_   ENSG00000160460    19   40972148   41082370    268      39  277620      -1.2662      0.79836   -1.9984e-15      -1.2662
_SET3_   ENSG00000105329    19   41807492   41859816    113      16  279158       6.5022   2.4996e-12   -1.7764e-15       6.5022
_SET3_   ENSG00000105409    19   42470734   42501649     28      13  272002     -0.75754      0.66577   -1.9984e-15     -0.75754
_SET3_   ENSG00000105723    19   42734338   42746777     14       4  277383     -0.25996      0.49296   -1.9429e-15     -0.25996
_SET3_   ENSG00000079385    19   43011456   43065386     27      12  269801     -0.57484      0.60628   -1.9984e-15     -0.57484
_SET3_   ENSG00000130203    19   45409011   45412650      6       3  287227       7.2208   2.5535e-15   -1.7764e-15       7.2208
_SET3_   ENSG00000104881    19   45882892   45909607     49      14  277288      0.80192      0.11747   -1.9984e-15      0.80192
_SET3_   ENSG00000177464    19   46093022   46105466     34       5  262824      0.52042      0.21041   -1.9984e-15      0.52042
_SET3_   ENSG00000104936    19   46272975   46285810     35       5  252187       1.6682     0.024914   -1.9984e-15       1.6682
_SET3_   ENSG00000160014    19   47104331   47114050     21       7  278708      0.82349      0.11979   -1.9984e-15      0.82349
_SET3_   ENSG00000105281    19   47278140   47291851     40       9  280667      0.36731      0.22765   -1.9429e-15      0.36731
_SET3_   ENSG00000160007    19   47421933   47508334    117      18  278132      -1.1876       0.7835   -1.9984e-15      -1.1876
_SET3_   ENSG00000118160    19   47931274   47975425     76      15  277461        -1.74      0.91714   -1.9984e-15        -1.74
_SET3_   ENSG00000130528    19   49654455   49658681      7       2  278396       1.7592     0.020489   -1.9984e-15       1.7592
_SET3_   ENSG00000130529    19   49660998   49715093    170      14  273301       2.3536    0.0030764   -1.7764e-15       2.3536
_SET3_   ENSG00000224420    19   50191921   50193832      1       1  269413     -0.46511      0.63739   -1.9429e-15     -0.46511
_SET3_   ENSG00000167748    19   51322404   51327043     14       4  284109     -0.51556      0.57445   -1.9984e-15     -0.51556
_SET3_   ENSG00000129991    19   55663137   55669141     10       4  270937     -0.36067      0.54874   -1.9429e-15     -0.36067
_SET3_   ENSG00000101405    20    3052266    3053163      4       2  260009      0.85178      0.15237   -1.9984e-15      0.85178
_SET3_   ENSG00000101200    20    3063202    3065370      3       1  281154      -1.1444      0.82392   -1.9984e-15      -1.1444
_SET3_   ENSG00000171873    20    4201329    4229721    100      19  278338     -0.26209      0.43885   -1.9429e-15     -0.26209
_SET3_   ENSG00000125863    20   10381657   10414870    129       9  283683      0.45085      0.20367   -1.9429e-15      0.45085
_SET3_   ENSG00000089006    20   17922241   17949623    103      10  285376      0.22639      0.25842   -1.9706e-15      0.22639
_SET3_   ENSG00000185052    20   19193290   19703581   1319     103  280910       1.8184     0.013275   -1.9984e-15       1.8184
_SET3_   ENSG00000101306    20   30407111   30422492     29       5  286193     -0.28727       0.4857   -1.9429e-15     -0.28727
_SET3_   ENSG00000101400    20   31995761   32031698     54       7  285730      -0.6063      0.58146   -1.9984e-15      -0.6063
_SET3_   ENSG00000197122    20   35973088   36034453    103      26  277926      0.03151      0.33991   -1.9568e-15      0.03151
_SET3_   ENSG00000196839    20   43248163   43280874     85      17  279217    -0.035418      0.35672   -1.9568e-15    -0.035418
_SET3_   ENSG00000158296    20   45186463   45304714    289      51  277719      0.31649      0.23282   -1.9429e-15      0.31649
_SET3_   ENSG00000197496    20   45338126   45364965     62       9  279068     -0.48709      0.54032   -1.9429e-15     -0.48709
_SET3_   ENSG00000101160    20   57570240   57582302     55       9  277130      0.22712      0.27188   -1.9706e-15      0.22712
_SET3_   ENSG00000124205    20   57875482   57901047     50      15  273817     -0.53157      0.57435   -1.9984e-15     -0.53157
_SET3_   ENSG00000101188    20   61340189   61394123    137      26  274238    -0.046576       0.3669   -1.9568e-15    -0.046576
_SET3_   ENSG00000125510    20   62711526   62731996     37       9  277504       2.4718    0.0023391   -1.7764e-15       2.4718
_SET3_   ENSG00000154639    21   18884700   18965897    212      24  276314      0.31202      0.23439   -1.9429e-15      0.31202
_SET3_   ENSG00000142168    21   33031935   33041244     13       5  281024     -0.60821      0.61326   -1.9984e-15     -0.60821
_SET3_   ENSG00000198743    21   35445870   35478559     44      15  275198        1.972     0.010033   -1.9984e-15        1.972
_SET3_   ENSG00000159197    21   35736323   35743688     22       5  281505       1.2315     0.058775   -1.9984e-15       1.2315
_SET3_   ENSG00000180509    21   35818988   35884573    207      25  285194      0.55076      0.15547   -1.9984e-15      0.55076
_SET3_   ENSG00000160200    21   44473301   44497053     78      14  283525      -2.5959      0.98505   -1.7764e-15      -2.5959
_SET3_   ENSG00000173638    21   46913486   46964325    223      22  271925         1.07     0.067286   -1.9984e-15         1.07
_SET3_   ENSG00000184113    22   19510547   19515068     15       6  279489       2.8296   0.00091773   -1.7764e-15       2.8296
_SET3_   ENSG00000186716    22   23521891   23660224    438      34  276882      0.10219      0.29415   -1.9568e-15      0.10219
_SET3_   ENSG00000128271    22   24813847   24838328     54      16  275884       1.9295     0.011465   -1.9984e-15       1.9295
_SET3_   ENSG00000100170    22   32439019   32509016    210      12  276427      0.32237      0.24983   -1.9429e-15      0.32237
_SET3_   ENSG00000100292    22   35776354   35790207     50       7  269824     -0.52944      0.58021   -1.9984e-15     -0.52944
_SET3_   ENSG00000184381    22   38507502   38601697    356      14  282710     0.090042      0.29325   -1.9568e-15     0.090042
_SET3_   ENSG00000100311    22   39619364   39640756     74       8  280432     -0.82059       0.6618   -1.9984e-15     -0.82059
_SET3_   ENSG00000100243    22   43013846   43045574     74      11  279593      0.80039      0.11411   -1.9984e-15      0.80039
_SET3_   ENSG00000186951    22   46546424   46639653    196      29  274190      0.87576      0.10248   -1.9984e-15      0.87576
_SET3_   ENSG00000128165    22   50919985   50924869     16       9  273454       0.6839      0.15814   -1.9984e-15       0.6839

# _SET4_  VARIABLE = GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS (set)
# _SET4_  NGENES = 5
# _SET4_  P-VALUE = 1.6427e-07
_SET4_   GENE              CHR     START      STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET4_   ENSG00000169174     1  55505221  55530525     94      19  283581       4.5422   3.3527e-07   -1.7764e-15       4.5422
_SET4_   ENSG00000007944     6  16129356  16148479     34       9  280809     0.024489      0.35105   -1.9602e-15     0.024489
_SET4_   ENSG00000182718    15  60639333  60695082    156      25  283318     -0.79882      0.63775   -1.9984e-15     -0.79882
_SET4_   ENSG00000140564    15  91411822  91426688     28       6  279216       6.9421   1.7308e-13   -1.7764e-15       6.9421
_SET4_   ENSG00000130203    19  45409011  45412650      6       3  287227       7.2208   2.5535e-15   -1.7764e-15       7.2208

# _SET5_  VARIABLE = GOBP_MOTOR_NEURON_MIGRATION (set)
# _SET5_  NGENES = 12
# _SET5_  P-VALUE = 2.1478e-07
_SET5_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET5_   ENSG00000173406     1   57460451   59012406   4411     254  281059     -0.81749      0.64707   -1.9984e-15     -0.81749
_SET5_   ENSG00000143126     1  109792641  109818372     74      14  281408        7.019   6.3618e-14   -1.7764e-15        7.019
_SET5_   ENSG00000109132     4   41746099   41750987      9       5  269408       0.8414      0.13997   -1.9984e-15       0.8414
_SET5_   ENSG00000112715     6   43737921   43754224     54      14  280772       1.2545     0.047823   -1.9984e-15       1.2545
_SET5_   ENSG00000177468     6  137813336  137815531      1       1  222626      0.90333      0.15372   -1.9984e-15      0.90333
_SET5_   ENSG00000164532     7   35242042   35293758    143       8  278306       4.6982   1.7515e-07   -1.7764e-15       4.6982
_SET5_   ENSG00000189056     7  103112231  103629963   2017      97  279976     -0.20767      0.40406   -1.9706e-15     -0.20767
_SET5_   ENSG00000104290     8   28351729   28431775    159       6  278985       1.6425     0.021224   -1.9984e-15       1.6425
_SET5_   ENSG00000099250    10   33466420   33625190    612      52  281493       2.7371   0.00072675   -1.7764e-15       2.7371
_SET5_   ENSG00000123307    12   55413729   55423798     16       5  268220     -0.94425      0.74749   -1.9984e-15     -0.94425
_SET5_   ENSG00000139352    12  103351464  103354294      6       3  263769       2.9241   0.00086955   -1.7764e-15       2.9241
_SET5_   ENSG00000065320    17    8924859    9147317    877      81  280466      0.44527      0.19261   -1.9429e-15      0.44527

# _SET6_  VARIABLE = GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_BINDING (set)
# _SET6_  NGENES = 10
# _SET6_  P-VALUE = 1.9828e-07
_SET6_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET6_   ENSG00000142949     1   43990858   44089343    241      18  283303       1.0846     0.061498   -1.9984e-15       1.0846
_SET6_   ENSG00000169174     1   55505221   55530525     94      19  283581       4.5422   3.3527e-07   -1.7764e-15       4.5422
_SET6_   ENSG00000143537     1  155023042  155035252     18       6  285525     -0.33534      0.48673   -1.9429e-15     -0.33534
_SET6_   ENSG00000136634     1  206940947  206945839     10       5  279394     -0.80355      0.69129   -1.9984e-15     -0.80355
_SET6_   ENSG00000181092     3  186560463  186576252     59      15  279350      0.39017      0.21465   -1.9429e-15      0.39017
_SET6_   ENSG00000010704     6   26087509   26098571     26       9  284065       1.1703     0.060934   -1.9984e-15       1.1703
_SET6_   ENSG00000174437    12  110718561  110788898     93      22  274999      0.91116       0.1002   -1.9984e-15      0.91116
_SET6_   ENSG00000166710    15   45003675   45011075     14       5  279137     0.014205      0.38424   -1.9585e-15     0.014205
_SET6_   ENSG00000182175    15   93586636   93632433    215      34  279507       1.7056      0.01598   -1.9984e-15       1.7056
_SET6_   ENSG00000074370    17    3827169    3867736    152      18  276639       -1.184      0.78133   -1.9984e-15       -1.184

# _SET7_  VARIABLE = GOBP_NORADRENERGIC_NEURON_DIFFERENTIATION (set)
# _SET7_  NGENES = 10
# _SET7_  P-VALUE = 1.1209e-06
_SET7_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET7_   ENSG00000187147     1   44870866   45117396    593      72  279598       1.0748     0.068755   -1.9984e-15       1.0748
_SET7_   ENSG00000176887     2    5832799    5841516     17       7  257891      0.81055      0.14071   -1.9984e-15      0.81055
_SET7_   ENSG00000109132     4   41746099   41750987      9       5  269408       0.8414      0.13997   -1.9984e-15       0.8414
_SET7_   ENSG00000151617     4  148402069  148466106     59      17  276184       5.8104   3.1549e-10   -1.7764e-15       5.8104
_SET7_   ENSG00000164107     4  174446120  174451380      7       3  266208       2.9525   0.00069529   -1.7764e-15       2.9525
_SET7_   ENSG00000078401     6   12290596   12297427     15       5  286503       1.4768     0.034382   -1.9984e-15       1.4768
_SET7_   ENSG00000124766     6   21593972   21598847      7       3  275862      -1.7921      0.94199   -1.9984e-15      -1.7921
_SET7_   ENSG00000165462    11   71950121   71956708      6       2  282732      0.94733      0.12331   -1.9984e-15      0.94733
_SET7_   ENSG00000139352    12  103351464  103354294      6       3  263769       2.9241   0.00086955   -1.7764e-15       2.9241
_SET7_   ENSG00000173404    20   20348765   20351590      1       1  258536       1.3844      0.06879   -1.9984e-15       1.3844

# _SET8_  VARIABLE = GOBP_NOREPINEPHRINE_UPTAKE (set)
# _SET8_  NGENES = 8
# _SET8_  P-VALUE = 1.2493e-10
_SET8_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET8_   ENSG00000145335     4   90645250   90759466    320      22  282304      0.30318      0.22427   -1.9429e-15      0.30318
_SET8_   ENSG00000142319     5    1392909    1445545    148      28  275217      0.93581     0.089232   -1.9984e-15      0.93581
_SET8_   ENSG00000175003     6  160542821  160579750     99      21  279899       4.5642   3.1795e-07   -1.7764e-15       4.5642
_SET8_   ENSG00000112499     6  160592093  160698670    322      24  280388         6.69   4.8978e-13   -1.7764e-15         6.69
_SET8_   ENSG00000146477     6  160769300  160876014    226      18  286057       6.8084   1.6742e-13   -1.7764e-15       6.8084
_SET8_   ENSG00000164638     7    5314000    5346501    155      23  275998       1.0011     0.078073   -1.9984e-15       1.0011
_SET8_   ENSG00000075624     7    5566782    5603415    123      27  274490     -0.73329      0.63313   -1.9984e-15     -0.73329
_SET8_   ENSG00000103546    16   55689516   55740104    168      32  282306       2.2986    0.0030498   -1.7764e-15       2.2986

# _SET9_  VARIABLE = GOBP_REGULATION_OF_IRON_ION_TRANSPORT (set)
# _SET9_  NGENES = 5
# _SET9_  P-VALUE = 7.0203e-08
_SET9_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
