GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000131668	9	96713905	96717654	12	4	324485	0.40783	0.3417	BARX1
ENSG00000158079	9	96793076	96872138	129	19	318239	0.10478	0.45828	PTPDC1
ENSG00000175787	9	97021593	97063736	149	15	317298	-0.16859	0.56694	ZNF169
ENSG00000130950	9	97077605	97090926	32	9	287691	1.3762	0.084379	NUTM2F
ENSG00000148110	9	97136833	97223324	288	16	307708	0.75378	0.22549	HIATL1
ENSG00000130957	9	97321002	97356075	173	15	321718	-0.51114	0.69537	FBP2
ENSG00000165140	9	97365415	97402531	145	17	320866	-1.1653	0.87805	FBP1
ENSG00000148120	9	97488983	97849441	556	34	319415	-0.046497	0.51854	C9orf3
ENSG00000158169	9	97861336	98079991	264	20	320415	-0.25433	0.60038	FANCC
ENSG00000185920	9	98205262	98279339	168	17	316242	-1.1047	0.86537	PTCH1
ENSG00000268926	9	98534605	98537013	9	4	328910	0.95299	0.1703	DKFZP434H0512
ENSG00000182150	9	98637983	98776842	376	20	319999	1.5041	0.066279	ERCC6L2
ENSG00000130948	9	98997588	99064434	172	23	323807	-1.8276	0.9662	HSD17B3
ENSG00000130958	9	99082988	99145992	239	18	320520	-0.79703	0.78728	SLC35D2
ENSG00000165244	9	99148223	99180611	79	5	320101	0.060025	0.47607	ZNF367
ENSG00000130956	9	99212483	99253618	76	10	319878	0.20602	0.41839	HABP4
ENSG00000081377	9	99252523	99382112	111	22	316171	-0.04643	0.51852	CDC14B
ENSG00000158122	9	99401859	99417585	10	6	310969	1.8944	0.029087	AAED1
ENSG00000081386	9	99518147	99540411	16	10	304606	1.0273	0.15213	ZNF510
ENSG00000196597	9	99578754	99637905	37	19	317026	1.279	0.10045	ZNF782
ENSG00000196312	9	99660348	99775862	66	31	299869	1.6874	0.045759	HIATL2
ENSG00000188152	9	99690592	99702535	6	4	295508	0.78861	0.21517	NUTM2G
ENSG00000136943	9	99794940	99801925	5	3	310413	2.0466	0.020347	CTSV
ENSG00000197816	9	100000765	100140806	397	13	320185	0.21367	0.4154	CCDC180
ENSG00000196116	9	100174232	100258407	154	17	319544	0.29534	0.38387	TDRD7
ENSG00000136842	9	100263462	100364030	275	37	321204	1.5242	0.063733	TMOD1
ENSG00000136925	9	100362362	100395962	36	11	318423	0.78232	0.21701	TSTD2
ENSG00000136937	9	100395908	100436030	40	13	318274	0.63101	0.26402	NCBP1
ENSG00000136936	9	100437191	100459639	23	8	321815	-0.028394	0.51133	XPA
ENSG00000178919	9	100615536	100618986	17	3	329356	0.28101	0.38935	FOXE1
ENSG00000136932	9	100666771	100684852	40	6	325281	0.83762	0.20112	C9orf156
ENSG00000136929	9	100689073	100707138	33	4	321733	1.0377	0.14969	HEMGN
ENSG00000136938	9	100745643	100778225	42	10	306915	0.55985	0.28779	ANP32B
ENSG00000095380	9	100819021	100845357	21	6	322083	-0.54694	0.70779	NANS
ENSG00000106785	9	100831557	100881494	75	21	311897	-0.78221	0.78295	TRIM14
ENSG00000106789	9	100883257	100954922	254	38	319835	-1.402	0.91954	CORO2A
ENSG00000095383	9	100961311	101017915	211	25	323305	-0.19859	0.57871	TBC1D2
ENSG00000136928	9	101050391	101471479	1519	126	319716	0.050749	0.47976	GABBR2
ENSG00000165138	9	101493611	101559247	94	15	316810	-1.2186	0.88849	ANKS6
ENSG00000119514	9	101569981	101612363	102	24	321999	-2.3069	0.98947	GALNT12
ENSG00000204291	9	101705461	101833069	292	36	325043	-0.90538	0.81737	COL15A1
ENSG00000106799	9	101866320	101916474	99	12	317752	1.1542	0.12421	TGFBR1
ENSG00000119523	9	101978708	101984238	12	3	326121	-0.66407	0.74668	ALG2
ENSG00000106803	9	101984346	101992897	33	6	319242	-1.3264	0.90764	SEC61B
ENSG00000119508	9	102584137	102629173	46	11	309678	0.19272	0.42359	NR4A3
ENSG00000136874	9	102668915	102732618	104	9	321610	1.1348	0.12823	STX17
ENSG00000023318	9	102741461	102861322	147	23	317204	-0.30084	0.61823	ERP44
ENSG00000119509	9	102861538	103063282	206	30	313970	0.7427	0.22883	INVS
ENSG00000136891	9	103064359	103115221	70	13	317109	1.3598	0.086953	TEX10
ENSG00000066697	9	103189438	103213511	60	4	323220	1.1909	0.11684	MSANTD3
ENSG00000251349	9	103204553	103339918	279	14	316576	1.1721	0.12058	MSANTD3-TMEFF1
ENSG00000241697	9	103204560	103339918	279	14	316576	1.1721	0.12058	TMEFF1
ENSG00000170681	9	103340361	103350188	35	7	323077	0.52843	0.2986	MURC
ENSG00000148123	9	103790991	104087417	942	60	320395	-0.41255	0.66003	LPPR1
ENSG00000136881	9	104122699	104145801	56	7	322793	-1.6075	0.94603	BAAT
ENSG00000136897	9	104149915	104160896	25	8	323088	-0.84854	0.80193	MRPL50
ENSG00000136870	9	104161155	104172942	46	6	325298	0.13061	0.44804	ZNF189
ENSG00000136872	9	104182860	104198105	51	9	324745	-0.14645	0.55822	ALDOB
ENSG00000165152	9	104235453	104295819	225	29	321936	1.8109	0.035079	TMEM246
ENSG00000155827	9	104296133	104325622	67	16	323112	1.3745	0.084646	RNF20
ENSG00000198785	9	104331635	104500862	582	26	324076	0.41749	0.33816	GRIN3A
ENSG00000188386	9	104353897	104357283	8	4	324514	-1.0999	0.8643	PPP3R2
ENSG00000155833	9	105757593	105780770	111	11	319326	-0.42379	0.66414	CYLC2
ENSG00000136824	9	106856541	106903698	90	7	325140	1.8134	0.034884	SMC2
ENSG00000186881	9	107266455	107267547	7	3	329678	0.1416	0.4437	OR13F1
ENSG00000148136	9	107288534	107289490	1	1	327245	-0.99944	0.84121	OR13C4
ENSG00000204246	9	107298030	107299137	3	1	319750	1.3081	0.095416	OR13C3
ENSG00000186943	9	107331449	107332411	3	2	329269	-0.64828	0.7416	OR13C8
ENSG00000255800	9	107360650	107361788	3	1	331870	-0.45988	0.6772	OR13C5
ENSG00000257019	9	107366924	107367951	2	1	280039	-0.23297	0.59211	OR13C2
ENSG00000136839	9	107379529	107380485	3	1	333467	-0.31762	0.62461	OR13C9
ENSG00000179055	9	107456660	107457766	5	2	333465	1.0536	0.14603	OR13D1
ENSG00000136783	9	107509969	107522403	33	9	319157	-0.14734	0.55857	NIPSNAP3A
ENSG00000165028	9	107526438	107539738	38	8	318302	-0.16119	0.56403	NIPSNAP3B
ENSG00000165029	9	107543283	107690518	479	75	320261	0.78832	0.21525	ABCA1
ENSG00000070214	9	108006903	108201452	248	41	317141	-1.0283	0.84809	SLC44A1
ENSG00000106701	9	108210077	108314714	238	26	317379	0.023794	0.49051	FSD1L
ENSG00000106692	9	108320411	108403399	158	22	313814	0.0238	0.49051	FKTN
ENSG00000095209	9	108456825	108538893	81	28	314121	-0.59683	0.72469	TMEM38B
ENSG00000148143	9	109625378	109775915	198	39	320561	2.1941	0.014116	ZNF462
ENSG00000119318	9	110045418	110094475	190	20	317997	0.49653	0.30976	RAD23B
ENSG00000136826	9	110247133	110252763	15	2	310664	1.4438	0.074404	KLF4
ENSG00000214645	9	110539471	110540419	1	1	260987	0.92995	0.1762	AL162389.1
ENSG00000148156	9	111616871	111619239	12	5	330131	-0.10658	0.54244	ACTL7B
ENSG00000187003	9	111624603	111626035	3	2	319984	-1.2619	0.89651	ACTL7A
ENSG00000070061	9	111629797	111696396	236	31	323199	-0.18366	0.57286	IKBKAP
ENSG00000119328	9	111696461	111713024	46	8	322206	-0.21112	0.5836	FAM206A
ENSG00000119326	9	111704851	111775809	229	24	321299	-0.20552	0.58142	CTNNAL1
ENSG00000106771	9	111777432	111882225	427	29	320710	0.023945	0.49045	TMEM245
ENSG00000260230	9	111892573	111929571	161	23	322560	-0.1747	0.56934	FRRS1L
ENSG00000095203	9	111934255	112083244	383	56	318419	-1.0084	0.84337	EPB41L4B
ENSG00000070159	9	112137746	112260590	341	32	318324	-0.57964	0.71892	PTPN3
ENSG00000243444	9	112403068	112713755	1162	73	322825	1.7753	0.037923	PALM2
ENSG00000157654	9	112542589	112934792	1199	121	318497	1.9462	0.025816	PALM2-AKAP2
ENSG00000241978	9	112542769	112934792	1198	114	318545	1.9059	0.028335	AKAP2
ENSG00000188959	9	112952328	112970469	72	12	312370	0.98036	0.16345	C9orf152
ENSG00000136810	9	113006091	113018920	53	17	315992	1.7675	0.038571	TXN
ENSG00000204193	9	113065801	113100127	124	29	318081	0.94657	0.17193	TXNDC8
ENSG00000165124	9	113127531	113342160	871	57	319259	1.5149	0.064896	SVEP1
ENSG00000030304	9	113431051	113563859	380	40	319245	1.065	0.14343	MUSK
ENSG00000198121	9	113635543	113800981	444	40	320401	-0.84411	0.8007	LPAR1
ENSG00000171133	9	114089763	114090800	2	1	333388	-0.37718	0.64698	OR2K2
ENSG00000136813	9	114122972	114247025	199	21	322290	-0.40484	0.6572	KIAA0368
ENSG00000173258	9	114287439	114340124	160	25	321992	1.1862	0.11777	ZNF483
ENSG00000106853	9	114312002	114362135	187	33	320495	0.62314	0.2666	PTGR1
ENSG00000059769	9	114393632	114432508	126	17	323739	2.1446	0.015993	DNAJC25
ENSG00000244115	9	114393666	114432509	126	17	323739	2.1446	0.015993	DNAJC25-GNG10
ENSG00000242616	9	114423615	114432526	27	8	321302	1.3849	0.083037	GNG10
ENSG00000165181	9	114448453	114557288	339	15	322534	-0.26051	0.60276	C9orf84
ENSG00000148154	9	114659046	114697649	162	23	317569	-0.15913	0.56322	UGCG
ENSG00000106868	9	114803065	114937688	357	34	320605	0.31451	0.37657	SUSD1
ENSG00000119314	9	114980715	115095947	337	11	317589	-0.57891	0.71868	PTBP3
ENSG00000119471	9	115142217	115234690	335	15	319699	1.0454	0.14792	HSDL2
ENSG00000230185	9	115196096	115249484	203	10	321022	1.171	0.12079	C9orf147
ENSG00000165185	9	115249127	115431677	408	38	323282	0.77378	0.21953	KIAA1958
ENSG00000148153	9	115446206	115480516	69	11	321315	0.65829	0.25518	INIP
ENSG00000148158	9	115513118	115643951	390	16	322451	0.56052	0.28756	SNX30
ENSG00000119457	9	115641200	115653193	29	9	316593	1.6485	0.04963	SLC46A2
ENSG00000136866	9	115800660	115819039	30	10	315352	-0.45704	0.67618	ZFP37
ENSG00000136867	9	115913222	115926417	64	12	323006	0.22911	0.40939	SLC31A2
ENSG00000119321	9	115923286	115983641	258	17	323143	0.49532	0.31019	FKBP15
ENSG00000136868	9	115983808	116028674	143	20	318778	1.1164	0.13213	SLC31A1
ENSG00000176386	9	116018115	116037869	58	12	323623	-0.088904	0.53542	CDC26
ENSG00000136875	9	116037623	116055185	58	11	322265	-0.11778	0.54688	PRPF4
ENSG00000165188	9	116059373	116065656	17	5	323048	-0.64311	0.73992	RNF183
ENSG00000148225	9	116075502	116102578	59	12	317185	-1.0747	0.85875	WDR31
ENSG00000119411	9	116111821	116133513	94	18	319314	-2.2541	0.9879	BSPRY
ENSG00000119431	9	116135699	116139279	28	7	310367	0.052418	0.4791	HDHD3
ENSG00000148218	9	116148597	116163613	44	13	316433	0.10303	0.45897	ALAD
ENSG00000148229	9	116169515	116172952	6	2	327261	0.65862	0.25507	POLE3
ENSG00000157653	9	116172334	116191964	63	7	324409	0.46151	0.32222	C9orf43
ENSG00000138835	9	116207011	116360018	438	16	325385	0.94644	0.17196	RGS3
ENSG00000157657	9	116638562	116818871	553	41	319844	1.5106	0.065444	ZNF618
ENSG00000106927	9	116822407	116840752	58	9	317049	-0.51474	0.69663	AMBP
ENSG00000136883	9	116848406	116861507	52	11	323970	-0.52433	0.69998	KIF12
ENSG00000196739	9	116917840	117074791	562	87	320228	1.2226	0.11073	COL27A1
ENSG00000229314	9	117085336	117088755	19	7	309317	-0.99115	0.83919	ORM1
ENSG00000228278	9	117092149	117095532	7	2	304999	-0.46489	0.679	ORM2
ENSG00000106948	9	117096436	117156685	110	20	321623	0.86863	0.19253	AKNA
ENSG00000095397	9	117164360	117267730	308	22	322905	1.0382	0.14958	DFNB31
ENSG00000136888	9	117350026	117360653	26	9	315555	0.83219	0.20265	ATP6V1G1
ENSG00000157693	9	117373486	117408702	172	15	321925	0.65259	0.25701	C9orf91
ENSG00000181634	9	117546915	117568406	30	9	326722	0.30096	0.38172	TNFSF15
ENSG00000106952	9	117656003	117692697	88	6	320415	0.46809	0.31986	TNFSF8
ENSG00000041982	9	117782806	117880536	335	29	321248	1.942	0.026066	TNC
ENSG00000173077	9	117904097	118164923	892	55	322712	0.83144	0.20286	DEC1
ENSG00000182752	9	118916083	119164601	457	77	317531	0.31196	0.37753	PAPPA
ENSG00000256040	9	119160439	119162885	9	4	315956	-0.63334	0.73674	PAPPA-AS1
ENSG00000148219	9	119187504	120177348	2956	136	321796	1.9754	0.02411	ASTN2
ENSG00000119401	9	119449581	119463579	26	6	326055	0.0095904	0.49617	TRIM32
ENSG00000136869	9	120466610	120479149	25	8	323248	1.466	0.071329	TLR4
ENSG00000078725	9	121915736	122131745	486	48	321061	0.75256	0.22586	BRINP1
ENSG00000260970	9	122257653	122286403	95	13	316959	-0.54458	0.70698	RP11-295D22.1
ENSG00000136861	9	123151147	123342448	203	28	320217	-0.17033	0.56763	CDK5RAP2
ENSG00000106780	9	123363091	123476748	104	17	313861	-1.1365	0.87213	MEGF9
ENSG00000119402	9	123514256	123555690	61	8	321324	0.15461	0.43856	FBXW2
ENSG00000095261	9	123577774	123605262	36	8	318777	0.092199	0.46327	PSMD5
ENSG00000119403	9	123617977	123639606	32	7	319760	-0.51521	0.6968	PHF19
ENSG00000056558	9	123664671	123691451	78	8	326288	1.166	0.1218	TRAF1
ENSG00000106804	9	123714616	123812554	179	17	321160	1.8014	0.035823	C5
ENSG00000119397	9	123837141	123939888	165	19	316339	1.2087	0.11338	CNTRL
ENSG00000119396	9	123940415	123985292	72	15	318406	1.0106	0.1561	RAB14
ENSG00000148180	9	123970072	124095121	207	31	319888	1.6188	0.05274	GSN
ENSG00000148175	9	124101355	124132531	64	14	322467	1.7709	0.038285	STOM
ENSG00000267987	9	124103625	124110410	9	5	323550	0.70817	0.23942	AL161784.1
ENSG00000136848	9	124329336	124547809	402	66	319901	0.30313	0.3809	DAB2IP
ENSG00000175764	9	124584207	124855885	900	53	319072	-0.12193	0.54852	TTLL11
ENSG00000119421	9	124894745	124922098	55	14	313817	0.29544	0.38383	NDUFA8
ENSG00000185681	9	124922190	124962367	84	21	315256	-0.42008	0.66279	MORN5
ENSG00000106852	9	124964856	124991905	40	11	324329	-2.2267	0.98702	LHX6
ENSG00000119446	9	124999903	125027118	71	9	318407	-1.864	0.96884	RBM18
ENSG00000148187	9	125026882	125085743	49	12	317534	-2.6522	0.996	MRRF
ENSG00000095303	9	125132824	125157982	43	12	319155	-2.2001	0.9861	PTGS1
ENSG00000269738	9	125148344	125148928	1	1	327243	-0.82848	0.7963	AL162424.1
ENSG00000136834	9	125239220	125240235	5	2	318711	1.0968	0.13637	OR1J1
ENSG00000197233	9	125273081	125274022	2	1	297141	0.076099	0.46967	OR1J2
ENSG00000239590	9	125281420	125282361	1	1	307394	0.21858	0.41349	OR1J4
ENSG00000171505	9	125288637	125289572	4	2	309580	-0.76903	0.77906	OR1N1
ENSG00000171501	9	125315391	125316493	11	3	331293	-0.61352	0.73023	OR1N2
ENSG00000171496	9	125329778	125330838	5	2	325278	-0.55364	0.71009	OR1L8
ENSG00000165202	9	125376948	125378026	5	3	327223	-1.147	0.87431	OR1Q1
ENSG00000171484	9	125390858	125391852	6	2	318795	0.8248	0.20474	OR1B1
ENSG00000171481	9	125437315	125438432	1	1	326571	-1.5895	0.94402	OR1L3
ENSG00000136939	9	125486269	125487204	1	1	263375	-0.73603	0.76914	OR1L4
ENSG00000171459	9	125512019	125513062	2	1	326951	-0.78924	0.78501	OR1L6
ENSG00000136940	9	125560668	125590910	42	11	319378	1.1371	0.12776	PDCL
ENSG00000165204	9	125562370	125563395	2	1	328516	1.5327	0.062673	OR1K1
ENSG00000056586	9	125606835	125667620	80	17	309323	-0.6206	0.73257	RC3H2
ENSG00000186130	9	125670335	125675609	7	4	322738	1.5827	0.05674	ZBTB6
ENSG00000171448	9	125677845	125693779	20	10	319207	-0.69052	0.75507	ZBTB26
ENSG00000011454	9	125703112	125867145	180	25	316410	-0.91539	0.82001	RABGAP1
ENSG00000165209	9	125871779	126030855	120	29	315412	-0.048377	0.51929	STRBP
ENSG00000148204	9	126118449	126142603	83	15	317701	1.6541	0.049053	CRB2
ENSG00000119522	9	126141933	126692431	1114	60	320442	0.073516	0.4707	DENND1A
ENSG00000106689	9	126763949	126795580	87	12	321335	-0.35508	0.63874	LHX2
ENSG00000119408	9	127019885	127115586	217	22	320682	1.2154	0.1121	NEK6
ENSG00000136930	9	127115745	127177723	85	10	315967	0.3537	0.36178	PSMB7
ENSG00000180264	9	127213423	127239379	63	7	318657	1.358	0.087233	GPR144
ENSG00000136931	9	127243516	127269709	49	6	319800	2.1907	0.014238	NR5A1
ENSG00000148200	9	127279554	127533589	178	18	315423	2.2115	0.013502	NR6A1
ENSG00000185585	9	127539437	127577164	57	14	316095	1.9574	0.02515	OLFML2A
ENSG00000136918	9	127615755	127620160	11	3	328362	-1.0841	0.86084	WDR38
ENSG00000136942	9	127620159	127624260	7	2	315581	-1.1432	0.87352	RPL35
ENSG00000136950	9	127624409	127640003	20	5	313263	-0.19741	0.57825	ARPC5L
ENSG00000136935	9	127640646	127710771	122	11	319211	-0.61388	0.73035	GOLGA1
ENSG00000173611	9	127704887	127905785	393	21	317540	0.26521	0.39542	SCAI
ENSG00000119414	9	127908852	127952218	97	9	320879	0.6806	0.24806	PPP6C
ENSG00000136933	9	127962821	127996437	89	11	316273	0.81149	0.20854	RABEPK
ENSG00000044574	9	127997132	128003609	6	2	315156	0.44189	0.32928	HSPA5
ENSG00000165219	9	128024073	128129486	132	15	315465	-0.15787	0.56272	GAPVD1
ENSG00000119487	9	128199672	128469513	463	28	315664	-0.71257	0.76195	MAPKAP1
ENSG00000167081	9	128509624	128729656	262	18	313437	0.38508	0.35009	PBX3
ENSG00000196814	9	129089128	129269320	498	35	321433	0.57873	0.28139	MVB12B
ENSG00000136944	9	129376722	129463311	236	38	318919	-0.73763	0.76963	LMX1B
ENSG00000169155	9	129567285	129600489	33	13	312405	-0.40322	0.65661	ZBTB43
ENSG00000177125	9	129622944	129648157	33	11	314891	0.52204	0.30082	ZBTB34
ENSG00000136828	9	129677053	129985445	551	19	319020	0.77206	0.22004	RALGPS1
ENSG00000136859	9	129849611	129885162	57	10	324410	0.65961	0.25475	ANGPTL2
ENSG00000136895	9	129986544	130155939	282	22	322745	-1.3851	0.91699	GARNL3
ENSG00000136856	9	130159421	130170703	27	5	327307	0.045434	0.48188	SLC2A8
ENSG00000196152	9	130186661	130207651	62	5	323046	-0.061125	0.52437	ZNF79
ENSG00000197958	9	130209953	130213684	8	2	323500	-0.13113	0.55216	RPL12
ENSG00000148356	9	130213765	130265780	158	12	315045	-0.10714	0.54266	LRSAM1
ENSG00000136830	9	130267618	130341268	229	29	319870	-0.57649	0.71786	FAM129B
ENSG00000136854	9	130374544	130457460	71	17	314323	-0.46505	0.67905	STXBP1
ENSG00000187024	9	130455257	130487152	28	8	311574	-0.33501	0.63119	PTRH1
ENSG00000160401	9	130469268	130478281	9	4	319142	-0.59044	0.72255	C9orf117
ENSG00000167094	9	130478345	130493879	27	3	318253	-0.46247	0.67813	TTC16
ENSG00000160404	9	130493803	130497604	10	3	328751	-0.72763	0.76658	TOR2A
ENSG00000095370	9	130500596	130541020	65	13	316816	-0.60172	0.72632	SH2D3C
ENSG00000136807	9	130547958	130553066	11	3	315416	-0.48142	0.68489	CDK9
ENSG00000136877	9	130556876	130576606	49	8	315168	-0.011282	0.5045	FPGS
ENSG00000106991	9	130577291	130617035	62	21	315686	-0.066992	0.52671	ENG
ENSG00000106992	9	130628759	130640022	26	10	315362	-0.65171	0.74271	AK1
ENSG00000160408	9	130647600	130667687	40	15	311788	-0.85924	0.8049	ST6GALNAC6
ENSG00000136840	9	130670165	130679317	21	10	310188	1.0921	0.13739	ST6GALNAC4
ENSG00000167103	9	130683158	130693076	9	3	315855	0.6246	0.26612	PIP5KL1
ENSG00000136908	9	130697378	130700763	2	1	315721	0.90788	0.18197	DPM2
ENSG00000167106	9	130702858	130742792	47	7	316545	0.80068	0.21166	FAM102A
ENSG00000171169	9	130823512	130830485	6	3	306772	1.311	0.094921	NAIF1
ENSG00000148339	9	130830480	130871524	60	6	311891	0.77587	0.21891	SLC25A25
ENSG00000148334	9	130882972	130890741	6	4	307604	0.2191	0.41329	PTGES2
ENSG00000232850	9	130890612	130891481	2	1	326294	0.73053	0.23253	AL590708.2
ENSG00000148346	9	130911350	130915734	4	2	313809	0.084848	0.46619	LCN2
ENSG00000171159	9	130922539	130926207	1	1	307372	-0.2939	0.61558	C9orf16
ENSG00000148337	9	130928343	130966662	58	7	313598	-0.11891	0.54733	CIZ1
ENSG00000106976	9	130965658	131017527	85	18	315450	-0.082148	0.53274	DNM1
ENSG00000167110	9	131018108	131038274	30	5	315309	-0.13244	0.55268	GOLGA2
ENSG00000175854	9	131037658	131051269	12	6	303394	-0.8132	0.79195	SWI5
ENSG00000268211	9	131062367	131064212	3	1	307221	0.4398	0.33004	AL359091.2
ENSG00000167112	9	131071382	131085021	15	9	307992	-1.0748	0.85876	TRUB2
ENSG00000167113	9	131084815	131096351	21	8	317990	-0.38647	0.65043	COQ4
ENSG00000167114	9	131102925	131123749	32	11	309486	-0.15584	0.56192	SLC27A4
ENSG00000167118	9	131133598	131153015	29	6	310272	-0.5655	0.71413	URM1
ENSG00000167123	9	131174030	131199626	42	9	312563	0.3146	0.37653	CERCAM
ENSG00000136811	9	131217465	131263571	40	10	310827	-0.16686	0.56626	ODF2
ENSG00000119392	9	131266979	131304567	51	9	312775	-1.0385	0.85049	GLE1
ENSG00000197694	9	131314866	131395941	46	26	310204	1.1927	0.11649	SPTAN1
ENSG00000119333	9	131395940	131419066	33	8	303588	-0.1509	0.55997	WDR34
ENSG00000119335	9	131445703	131458679	10	5	313995	-0.34797	0.63607	SET
ENSG00000160447	9	131464802	131483197	14	8	320181	0.070264	0.47199	PKN3
ENSG00000160446	9	131483148	131486406	3	2	313101	1.3403	0.090081	ZDHHC12
ENSG00000160445	9	131492065	131534693	40	9	317771	0.6604	0.2545	ZER1
ENSG00000107021	9	131549483	131572711	64	8	316809	-0.00061252	0.50024	TBC1D13
ENSG00000167136	9	131580753	131584956	7	2	324380	-1.4968	0.93278	ENDOG
ENSG00000198917	9	131581930	131592100	25	5	320365	-1.0074	0.84313	C9orf114
ENSG00000171097	9	131595221	131644773	78	8	312704	-0.328	0.62854	CCBL1
ENSG00000136802	9	131644391	131680318	66	10	318752	-0.74708	0.77249	LRRC8A
ENSG00000175287	9	131683174	131704320	53	4	312602	-0.47362	0.68211	PHYHD1
ENSG00000251184	9	131703757	131719300	17	3	308231	-0.2539	0.60021	RP11-101E3.5
ENSG00000095319	9	131709978	131769375	67	7	315701	-0.19037	0.57549	NUP188
ENSG00000148341	9	131769315	131790582	26	7	312666	-0.1044	0.54157	SH3GLB2
ENSG00000148343	9	131798900	131834361	23	13	311028	-0.026257	0.51047	FAM73B
ENSG00000167130	9	131843379	131852717	7	4	306801	2.2181	0.013274	DOLPP1
ENSG00000095321	9	131857089	131873468	18	4	319873	2.946	0.0016098	CRAT
ENSG00000119383	9	131873229	131911225	57	5	319341	3.1076	0.00094315	PPP2R4
ENSG00000188483	9	131937835	131940540	4	1	313697	3.4473	0.00028311	IER5L
ENSG00000148335	9	132371163	132398209	89	12	320657	0.15885	0.43689	NTMT1
ENSG00000179058	9	132374504	132383055	29	6	322037	0.87666	0.19033	C9orf50
ENSG00000148331	9	132399171	132404444	16	6	318346	1.4373	0.075321	ASB6
ENSG00000167157	9	132427920	132484875	180	28	318338	0.94838	0.17147	PRRX2
ENSG00000148344	9	132500610	132515326	68	7	318174	0.53449	0.2965	PTGES
ENSG00000136816	9	132565432	132573560	22	4	316596	2.0086	0.022289	TOR1B
ENSG00000136827	9	132575223	132586413	32	7	318002	1.6196	0.052663	TOR1A
ENSG00000136819	9	132589569	132598142	64	4	318562	1.7821	0.037363	C9orf78
ENSG00000136878	9	132596977	132644107	342	13	323161	0.042607	0.48301	USP20
ENSG00000187239	9	132649466	132805473	554	29	318147	-0.70214	0.7587	FNBP1
ENSG00000148358	9	132815705	132902448	318	23	317073	-0.48612	0.68656	GPR107
ENSG00000196979	9	132902889	132906498	17	3	322405	-0.98859	0.83857	AL360004.1
ENSG00000107130	9	132934857	132999583	220	34	316065	-0.14298	0.55685	NCS1
ENSG00000148357	9	133046882	133309510	409	76	316418	-1.3891	0.9176	HMCN2
ENSG00000215428	9	133274029	133282639	28	11	315966	-0.35019	0.6369	AL354898.1
ENSG00000130707	9	133320316	133376661	122	23	316636	-0.95766	0.83088	ASS1
ENSG00000107164	9	133454352	133513739	111	18	321237	1.6737	0.047091	FUBP3
ENSG00000130711	9	133539981	133558368	37	11	320881	1.9416	0.02609	PRDM12
ENSG00000130713	9	133569108	133580248	15	6	323865	1.7147	0.043198	EXOSC2
ENSG00000097007	9	133589333	133763062	330	40	315082	1.1394	0.12727	ABL1
ENSG00000188710	9	133768815	133769225	1	1	315094	-0.52304	0.69953	QRFP
ENSG00000130720	9	133777825	133814673	107	24	320276	0.30085	0.38177	FIBCD1
ENSG00000050555	9	133884469	133969860	296	35	316477	0.47174	0.31856	LAMC3
ENSG00000126878	9	133971863	133998539	64	14	323135	0.96705	0.16676	AIF1L
ENSG00000126883	9	134000948	134110057	235	17	318969	0.75479	0.22519	NUP214
ENSG00000126882	9	134133463	134151934	36	9	312709	0.39677	0.34577	FAM78A
ENSG00000160539	9	134165081	134184649	73	7	317469	0.048533	0.48065	PPAPDC3
ENSG00000130723	9	134269480	134375584	160	15	319418	0.48727	0.31304	PRRC2B
ENSG00000130714	9	134378289	134399193	35	8	320656	0.47546	0.31723	POMT1
ENSG00000130717	9	134399188	134406655	13	4	324670	1.2797	0.10033	UCK1
ENSG00000107263	9	134452157	134615461	414	25	320727	1.7251	0.042254	RAPGEF1
ENSG00000160563	9	134735494	134955295	296	29	319951	-0.17413	0.56912	MED27
ENSG00000196358	9	135037334	135119921	181	31	317333	0.78807	0.21533	NTNG2
ENSG00000107290	9	135136743	135230372	200	22	317385	1.4374	0.075305	SETX
ENSG00000125482	9	135251008	135282209	44	13	315121	-1.5326	0.93732	TTF1
ENSG00000188523	9	135285430	135448704	478	65	320864	-0.8351	0.79817	C9orf171
ENSG00000125492	9	135457572	135465653	12	6	317665	0.076916	0.46935	BARHL1
ENSG00000125485	9	135468384	135545788	167	21	322080	0.031909	0.48727	DDX31
ENSG00000125484	9	135545422	135570342	90	7	320903	-1.1833	0.88166	GTF3C4
ENSG00000165695	9	135600965	135754164	381	30	319217	-0.035133	0.51401	AK8
ENSG00000165698	9	135753414	135765588	15	5	316234	0.47394	0.31777	C9orf9
ENSG00000165699	9	135766735	135820020	108	13	322346	2.0745	0.019017	TSC1
ENSG00000165702	9	135820932	135867083	195	44	318861	2.2613	0.011872	GFI1B
ENSG00000148308	9	135906076	135933890	46	6	318746	-0.46741	0.6799	GTF3C5
ENSG00000170835	9	135937365	135947248	11	5	294192	-0.40344	0.65669	CEL
ENSG00000160271	9	135973107	136039301	183	27	320651	0.1053	0.45807	RALGDS
ENSG00000148288	9	136028340	136039332	37	9	320476	-1.6847	0.95397	GBGT1
ENSG00000171102	9	136080664	136084630	13	5	312695	0.01412	0.49437	OBP2B
ENSG00000148296	9	136197552	136203235	12	3	323416	-0.26825	0.60574	SURF6
ENSG00000148297	9	136205160	136214986	23	8	323107	-0.17093	0.56786	MED22
ENSG00000148303	9	136215069	136218281	10	2	329741	0.19795	0.42154	RPL7A
